features,n_groups,n_feats,min_ev,max_odds,n_bets,win_rate,flat_roi,kelly_roi,bankroll
form_basic+elo+standings+rest,4,33,0.12,99.0,1608,25.5,-9.92,-12.73,872.72
form_basic+form_adv+xg+elo,4,51,0.12,99.0,1492,27.2,-9.92,-7.85,921.53
xg+standings+rest,3,28,0.15,99.0,1402,27.0,-9.92,-10.55,894.46
form_adv+elo+standings+market_ext,4,33,0.15,99.0,1481,25.1,-9.93,-4.95,950.5
xg+standings+rest,3,28,0.08,99.0,1775,28.1,-9.93,-13.09,869.08
elo+standings+market_ext,3,18,0.12,99.0,1575,25.2,-9.94,-12.08,879.16
xg+standings+rest,3,28,0.12,99.0,1554,27.6,-9.94,-11.86,881.36
form_basic+xg+elo+standings+rest,5,47,0.1,99.0,1677,26.8,-9.94,-12.03,879.68
form_basic,1,17,0.1,99.0,1616,27.1,-9.94,-14.65,853.45
xg+standings+rest,3,28,0.1,99.0,1656,27.8,-9.94,-12.53,874.65
elo+rest+market_ext,3,13,0.1,99.0,1757,25.8,-9.96,-5.45,945.49
form_basic+form_adv+xg+elo,4,51,0.15,99.0,1338,26.5,-9.96,-8.69,913.15
form_basic+form_adv+rest,3,35,0.05,99.0,1939,28.2,-9.97,-4.34,956.58
form_adv+xg+standings+rest+market_ext,5,45,0.1,99.0,1708,28.5,-9.98,-11.18,888.19
form_basic+form_adv+xg+elo+standings+rest,6,62,0.05,99.0,1952,28.6,-9.99,-11.7,883.03
form_basic+xg+elo,3,36,0.1,99.0,1577,27.5,-10.0,-11.64,883.57
form_basic+form_adv+elo+standings+rest,5,48,0.12,99.0,1571,26.4,-10.01,-9.3,907.03
xg+standings,2,25,0.12,99.0,1629,26.6,-10.02,-13.94,860.58
form_basic+standings+rest,3,28,0.12,2.2,150,48.0,-10.02,-10.64,893.64
form_basic+xg,2,31,0.2,2.2,71,46.5,-10.03,-12.37,876.32
form_basic,1,17,0.2,3.0,336,37.5,-10.03,-13.48,865.21
form_basic+elo+standings,3,30,0.03,99.0,2072,27.6,-10.04,-13.85,861.51
form_basic+xg+standings+rest,4,42,0.08,99.0,1858,27.4,-10.04,-12.58,874.23
form_basic+form_adv+xg+elo+rest,5,54,0.15,99.0,1332,26.0,-10.04,-11.01,889.87
form_adv+elo+rest+market_ext,4,28,0.03,99.0,2113,28.1,-10.05,-3.46,965.36
form_adv+rest,2,21,0.08,99.0,1684,28.0,-10.05,-2.69,973.14
form_adv+xg,2,32,0.12,99.0,1410,28.7,-10.06,-7.49,925.08
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.12,99.0,1482,27.1,-10.07,-9.97,900.27
form_basic+form_adv+xg+elo+standings+rest,6,62,0.03,99.0,2063,28.7,-10.08,-11.77,882.32
elo,1,8,0.1,99.0,1720,26.2,-10.08,-14.0,859.95
form_basic+standings+rest+market_ext,4,30,0.05,99.0,2009,27.3,-10.11,-13.99,860.05
form_basic+form_adv+xg+standings+market_ext,5,56,0.12,99.0,1582,27.0,-10.12,-13.84,861.57
elo+market_ext,2,10,0.1,99.0,1763,25.6,-10.13,-12.21,877.93
form_basic+form_adv+market_ext,3,34,0.03,99.0,2047,29.1,-10.14,-5.71,942.95
form_basic+form_adv+standings+rest,4,43,0.15,2.2,136,47.1,-10.15,-12.87,871.32
form_basic+form_adv+xg+elo+standings+rest,6,62,0.12,99.0,1538,27.0,-10.17,-12.25,877.53
form_adv+elo+standings+rest,4,34,0.2,99.0,1200,24.1,-10.17,-9.26,907.41
form_basic+standings,2,25,0.05,2.2,238,47.9,-10.18,-10.89,891.06
elo+market_ext,2,10,0.05,99.0,2044,26.8,-10.18,-11.73,882.68
form_basic+xg+standings+rest+market_ext,5,44,0.12,99.0,1548,27.0,-10.19,-13.5,865.0
form_basic+standings+rest,3,28,0.15,3.0,454,38.5,-10.19,-21.67,783.33
form_basic+standings+rest,3,28,0.03,99.0,2147,27.4,-10.2,-18.72,812.76
form_basic+market_ext,2,19,0.2,2.5,159,41.5,-10.2,-13.76,862.35
form_basic+form_adv+xg+elo+market_ext,5,53,0.05,99.0,1830,29.3,-10.22,-6.66,933.42
form_adv+elo+rest,3,26,0.2,99.0,1144,24.1,-10.24,-5.87,941.3
form_adv+xg+rest+market_ext,4,37,0.03,99.0,2020,29.9,-10.24,-10.1,899.03
elo+standings+rest,3,19,0.08,99.0,1752,26.4,-10.25,-12.66,873.42
form_basic+xg+rest,3,34,0.08,99.0,1642,28.1,-10.26,-10.04,899.65
form_basic+form_adv+elo+standings+rest,5,48,0.15,99.0,1421,25.9,-10.26,-8.73,912.7
form_adv+standings,2,26,0.15,99.0,1457,24.6,-10.26,-7.3,926.96
elo+standings+rest+market_ext,4,21,0.1,99.0,1674,26.0,-10.26,-12.93,870.65
form_basic+form_adv+xg+rest+market_ext,5,51,0.05,99.0,1894,29.6,-10.27,-9.57,904.26
form_basic+form_adv+xg+standings+rest,5,57,0.08,99.0,1802,27.8,-10.28,-12.71,872.85
form_basic+form_adv,2,32,0.08,2.2,223,47.5,-10.28,-10.03,899.7
xg+rest+market_ext,3,22,0.15,99.0,1292,26.7,-10.28,-8.18,918.2
form_basic+form_adv+standings+rest+market_ext,5,45,0.1,99.0,1717,26.4,-10.29,-8.11,918.89
xg+elo+market_ext,3,24,0.1,99.0,1599,27.8,-10.31,-9.06,909.44
form_basic+standings+market_ext,3,27,0.08,2.2,208,47.6,-10.34,-9.37,906.29
form_basic+form_adv+standings+rest,4,43,0.15,99.0,1454,25.5,-10.35,-10.39,896.07
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.03,99.0,2071,29.3,-10.36,-13.81,861.93
standings+market_ext,2,13,0.05,99.0,1925,26.4,-10.36,-16.92,830.77
elo+standings+market_ext,3,18,0.1,99.0,1677,25.5,-10.37,-12.47,875.33
standings,1,11,0.08,99.0,1763,25.7,-10.37,-12.81,871.88
elo+standings,2,16,0.05,99.0,1938,26.8,-10.38,-14.89,851.11
rest+market_ext,2,8,0.05,99.0,1944,28.1,-10.4,-5.33,946.69
form_basic+rest+market_ext,3,22,0.2,2.5,174,42.0,-10.42,-12.72,872.79
form_basic+elo+standings+rest+market_ext,5,35,0.12,99.0,1644,26.3,-10.42,-12.38,876.23
form_basic+form_adv+rest+market_ext,4,37,0.03,99.0,2062,28.8,-10.43,-5.44,945.64
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.08,99.0,1724,27.3,-10.43,-10.29,897.1
xg+rest+market_ext,3,22,0.08,99.0,1695,28.7,-10.43,-8.65,913.53
form_basic+xg+elo+standings+rest,5,47,0.2,99.0,1197,24.3,-10.44,-12.69,873.07
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.1,99.0,1687,26.7,-10.44,-6.74,932.63
xg+standings,2,25,0.15,99.0,1466,25.6,-10.46,-14.52,854.81
form_adv+elo+rest+market_ext,4,28,0.15,99.0,1375,25.7,-10.47,-3.23,967.7
elo+rest,2,11,0.15,99.0,1497,24.8,-10.47,-8.23,917.69
form_basic+form_adv+standings+rest,4,43,0.2,99.0,1231,24.1,-10.49,-11.5,885.01
form_basic+standings+rest+market_ext,4,30,0.15,3.0,449,37.6,-10.54,-19.7,803.03
form_basic+rest,2,20,0.15,3.0,429,38.5,-10.55,-18.82,811.85
form_basic+xg+rest,3,34,0.15,2.2,121,47.1,-10.55,-12.06,879.38
form_basic+form_adv+standings+market_ext,4,42,0.15,99.0,1426,25.0,-10.56,-7.65,923.46
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.15,99.0,1446,25.7,-10.56,-7.85,921.47
form_basic+xg+standings,3,39,0.2,99.0,1180,25.1,-10.56,-12.41,875.92
form_basic+xg+standings+rest+market_ext,5,44,0.15,2.2,150,46.7,-10.57,-12.72,872.79
form_basic+form_adv+elo+standings+rest,5,48,0.1,99.0,1676,26.5,-10.58,-9.35,906.52
form_basic+form_adv+standings,3,40,0.12,99.0,1584,26.1,-10.6,-7.07,929.33
form_basic+form_adv+standings+rest,4,43,0.03,99.0,2119,28.1,-10.6,-11.04,889.63
form_basic+xg+elo+rest+market_ext,5,41,0.1,99.0,1604,27.7,-10.61,-8.19,918.06
form_adv+xg+standings+rest+market_ext,5,45,0.2,99.0,1222,26.5,-10.63,-8.27,917.27
standings+rest,2,14,0.03,99.0,2031,27.5,-10.64,-12.56,874.4
rest+market_ext,2,8,0.12,99.0,1457,26.4,-10.64,-5.08,949.24
form_basic+form_adv,2,32,0.03,99.0,2061,28.5,-10.65,-4.76,952.43
form_basic+xg+elo,3,36,0.15,99.0,1318,25.9,-10.65,-10.49,895.08
market_ext,1,5,0.12,99.0,1442,26.1,-10.66,-6.71,932.89
form_adv+xg+standings+rest+market_ext,5,45,0.12,99.0,1609,27.8,-10.66,-11.38,886.19
form_basic+standings+rest+market_ext,4,30,0.2,3.0,328,37.2,-10.66,-21.27,787.3
form_adv+elo+standings,3,31,0.2,99.0,1236,23.4,-10.68,-7.54,924.61
rest+market_ext,2,8,0.03,99.0,2075,28.3,-10.68,-5.46,945.4
elo+standings+rest+market_ext,4,21,0.12,99.0,1572,25.4,-10.68,-13.31,866.91
form_basic,1,17,0.15,99.0,1335,25.6,-10.68,-12.15,878.47
form_adv+xg+standings+rest+market_ext,5,45,0.15,99.0,1448,27.5,-10.69,-9.73,902.67
form_basic+form_adv+elo+rest+market_ext,5,42,0.15,99.0,1387,25.3,-10.69,-5.72,942.8
form_basic+form_adv+elo+standings,4,45,0.15,99.0,1463,25.2,-10.69,-9.37,906.31
form_basic+elo+standings,3,30,0.08,99.0,1790,26.3,-10.7,-13.95,860.47
form_basic+xg+elo+rest,4,39,0.03,99.0,2064,28.8,-10.71,-11.7,883.04
form_basic+form_adv,2,32,0.05,2.2,291,47.4,-10.71,-9.58,904.24
form_basic+xg+rest,3,34,0.2,99.0,1008,25.8,-10.72,-9.41,905.9
elo+standings,2,16,0.12,99.0,1577,24.8,-10.74,-15.39,846.11
form_basic+xg+standings+rest,4,42,0.1,99.0,1724,26.7,-10.75,-12.97,870.25
market_only,0,3,0.15,2.2,114,45.6,-10.77,-10.76,892.37
form_basic+standings+rest,3,28,0.1,2.2,186,47.3,-10.77,-10.62,893.76
form_basic+xg+elo+standings+rest,5,47,0.12,2.2,152,46.7,-10.78,-12.8,871.96
form_adv+elo+rest+market_ext,4,28,0.1,99.0,1659,26.7,-10.81,-3.12,968.78
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.08,99.0,1790,26.9,-10.81,-7.11,928.93
form_basic+xg+elo+market_ext,4,38,0.03,99.0,2042,28.3,-10.81,-10.23,897.74
elo+standings,2,16,0.03,99.0,2057,27.0,-10.82,-15.17,848.28
elo+market_ext,2,10,0.15,99.0,1495,24.5,-10.83,-11.96,880.4
form_basic+form_adv+xg+standings+rest,5,57,0.2,2.2,82,46.3,-10.83,-13.86,861.35
form_basic+xg+elo+standings+rest+market_ext,6,49,0.15,2.2,128,46.1,-10.84,-14.2,857.99
form_adv+elo+standings+rest+market_ext,5,36,0.1,99.0,1628,26.1,-10.84,-6.52,934.83
form_adv+xg+elo+market_ext,4,39,0.15,99.0,1332,25.3,-10.85,-11.19,888.08
form_basic+form_adv+standings+rest,4,43,0.12,99.0,1616,25.9,-10.85,-9.87,901.35
elo+market_ext,2,10,0.12,99.0,1636,24.9,-10.85,-12.09,879.14
xg+elo+standings+rest,4,33,0.2,99.0,1200,24.9,-10.86,-13.07,869.31
form_basic+standings+rest,3,28,0.05,99.0,2010,26.8,-10.87,-18.34,816.57
form_basic+form_adv+elo,3,37,0.05,99.0,1978,27.0,-10.89,-7.82,921.85
form_basic+form_adv+rest,3,35,0.1,99.0,1625,26.9,-10.89,-4.79,952.1
form_basic+xg+elo,3,36,0.08,99.0,1704,27.6,-10.91,-11.71,882.88
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.12,99.0,1594,26.3,-10.93,-7.71,922.88
form_basic+form_adv+xg,3,46,0.2,99.0,1029,25.4,-10.94,-9.94,900.57
form_basic+xg+elo+standings+rest+market_ext,6,49,0.2,2.2,75,45.3,-10.94,-11.8,881.95
xg+elo+market_ext,3,24,0.2,99.0,1090,25.7,-10.94,-8.95,910.47
form_basic+form_adv+standings+market_ext,4,42,0.2,99.0,1207,23.4,-10.96,-7.41,925.91
standings+rest+market_ext,3,16,0.05,99.0,1924,26.7,-10.97,-11.91,880.86
form_basic+form_adv+xg+rest+market_ext,5,51,0.1,99.0,1581,28.5,-10.97,-9.85,901.53
form_basic+form_adv+rest+market_ext,4,37,0.05,99.0,1907,28.1,-10.98,-5.27,947.33
form_adv+standings+market_ext,3,28,0.12,99.0,1567,26.0,-10.99,-6.57,934.35
form_basic+elo+standings+market_ext,4,32,0.03,99.0,2079,27.8,-10.99,-14.82,851.82
standings+market_ext,2,13,0.08,99.0,1762,25.3,-11.0,-17.36,826.39
xg+elo+rest,3,25,0.1,99.0,1649,26.8,-11.0,-12.98,870.24
form_basic+form_adv+elo+rest,4,40,0.12,99.0,1554,26.1,-11.02,-5.56,944.38
xg+rest+market_ext,3,22,0.1,99.0,1575,28.0,-11.04,-8.03,919.71
rest+market_ext,2,8,0.08,99.0,1729,27.3,-11.05,-5.51,944.86
form_basic+standings,2,25,0.03,99.0,2072,27.5,-11.05,-17.23,827.74
form_adv+elo+rest+market_ext,4,28,0.12,99.0,1538,26.0,-11.06,-3.17,968.27
form_basic+rest,2,20,0.12,3.0,516,38.8,-11.06,-15.43,845.68
form_basic+elo+standings+rest+market_ext,5,35,0.08,99.0,1869,27.0,-11.06,-11.43,885.75
xg+elo+rest+market_ext,4,27,0.08,99.0,1730,28.0,-11.09,-10.94,890.61
form_basic+form_adv+market_ext,3,34,0.05,99.0,1897,28.1,-11.09,-5.51,944.86
xg+standings+market_ext,3,27,0.2,99.0,1172,25.1,-11.1,-18.25,817.45
market_ext,1,5,0.08,99.0,1645,26.9,-11.11,-7.87,921.27
form_basic+market_ext,2,19,0.15,99.0,1355,25.5,-11.12,-14.76,852.41
form_basic+form_adv+standings+rest+market_ext,5,45,0.12,99.0,1604,25.7,-11.12,-7.68,923.16
form_basic+form_adv+rest,3,35,0.15,2.2,122,46.7,-11.14,-12.39,876.1
form_basic+standings+market_ext,3,27,0.12,2.2,146,46.6,-11.16,-11.06,889.37
form_basic+xg+rest+market_ext,4,36,0.03,99.0,2040,29.7,-11.16,-13.39,866.06
form_basic+standings+market_ext,3,27,0.1,99.0,1677,26.0,-11.16,-14.25,857.55
form_basic+form_adv+elo+standings+rest+market_ext,6,50,0.2,99.0,1226,24.5,-11.17,-7.62,923.8
elo,1,8,0.15,99.0,1458,24.9,-11.19,-12.61,873.9
form_basic+form_adv+rest,3,35,0.08,99.0,1765,27.3,-11.19,-4.93,950.68
form_basic+form_adv+elo+market_ext,4,39,0.15,99.0,1394,25.8,-11.19,-6.54,934.62
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.05,99.0,1960,28.5,-11.21,-14.47,855.34
form_basic+standings+rest,3,28,0.15,2.2,119,47.1,-11.21,-12.11,878.93
xg+elo+market_ext,3,24,0.12,99.0,1485,27.2,-11.22,-8.95,910.52
form_basic+rest,2,20,0.2,3.0,297,37.7,-11.22,-17.97,820.25
form_basic+form_adv+xg+rest+market_ext,5,51,0.08,99.0,1692,28.7,-11.22,-9.66,903.44
form_basic+form_adv+xg+rest+market_ext,5,51,0.12,99.0,1463,28.0,-11.23,-9.45,905.52
form_basic+form_adv+xg+standings+rest,5,57,0.2,99.0,1189,25.1,-11.26,-12.2,878.05
standings+rest+market_ext,3,16,0.03,99.0,2042,27.0,-11.27,-11.99,880.1
form_adv+elo+rest+market_ext,4,28,0.2,99.0,1142,24.9,-11.28,-3.57,964.29
form_basic+form_adv+elo+standings,4,45,0.2,99.0,1245,23.8,-11.3,-9.26,907.44
form_basic+elo+standings+rest+market_ext,5,35,0.1,99.0,1751,26.4,-11.3,-11.74,882.61
market_only,0,3,0.2,99.0,1060,24.2,-11.32,-9.08,909.21
form_basic+form_adv+market_ext,3,34,0.1,99.0,1575,26.8,-11.36,-5.57,944.3
form_basic+market_ext,2,19,0.05,99.0,1926,28.1,-11.36,-13.9,860.97
form_basic+xg+elo+standings+rest,5,47,0.15,2.2,127,46.5,-11.37,-12.44,875.55
xg+elo+rest,3,25,0.08,99.0,1764,27.0,-11.37,-13.28,867.17
form_basic+standings,2,25,0.08,2.2,187,47.1,-11.41,-11.68,883.22
form_adv+elo+standings+rest+market_ext,5,36,0.15,99.0,1407,25.2,-11.42,-6.63,933.67
form_basic+elo+standings+rest,4,33,0.2,3.0,298,36.6,-11.43,-20.49,795.08
form_adv+standings+rest,3,29,0.2,99.0,1225,23.6,-11.45,-6.77,932.28
form_basic+rest,2,20,0.05,99.0,1955,28.0,-11.45,-13.29,867.05
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.2,99.0,1169,24.6,-11.47,-14.92,850.79
form_basic+form_adv+market_ext,3,34,0.12,99.0,1470,26.4,-11.47,-5.58,944.19
form_adv+elo,2,23,0.2,99.0,1160,23.9,-11.47,-8.1,919.05
form_basic+form_adv+elo,3,37,0.1,99.0,1643,26.0,-11.48,-8.48,915.2
form_basic+xg+rest+market_ext,4,36,0.08,99.0,1691,28.7,-11.48,-13.02,869.8
standings+rest,2,14,0.05,99.0,1901,26.7,-11.49,-12.7,872.97
form_basic+elo+standings+market_ext,4,32,0.08,99.0,1807,26.4,-11.5,-13.71,862.9
form_basic+form_adv+elo+rest,4,40,0.2,99.0,1132,24.1,-11.5,-5.78,942.16
form_basic+market_ext,2,19,0.08,99.0,1740,27.2,-11.51,-14.47,855.33
form_adv+xg+elo+rest,4,40,0.15,99.0,1341,25.6,-11.54,-9.04,909.64
xg+elo,2,22,0.2,99.0,1134,24.7,-11.54,-11.09,889.12
form_basic+market_ext,2,19,0.12,99.0,1519,26.1,-11.54,-14.63,853.68
form_basic+standings+market_ext,3,27,0.12,99.0,1566,25.0,-11.54,-14.65,853.49
form_adv+standings+rest+market_ext,4,31,0.15,99.0,1422,25.1,-11.54,-5.15,948.45
elo+rest+market_ext,3,13,0.05,99.0,2062,26.3,-11.55,-6.39,936.07
xg+elo+market_ext,3,24,0.15,99.0,1333,26.5,-11.55,-9.43,905.67
form_basic+form_adv+elo,3,37,0.08,99.0,1760,26.2,-11.56,-8.0,920.04
form_basic+elo+standings+market_ext,4,32,0.05,99.0,1958,27.1,-11.56,-14.42,855.77
form_basic+standings+rest+market_ext,4,30,0.12,3.0,537,38.0,-11.56,-18.71,812.91
elo+standings+rest,3,19,0.12,99.0,1563,25.7,-11.57,-13.08,869.21
market_ext,1,5,0.1,99.0,1538,26.3,-11.58,-7.17,928.29
form_basic+xg+elo,3,36,0.12,99.0,1470,26.5,-11.58,-11.6,883.99
form_basic+market_ext,2,19,0.1,99.0,1617,26.7,-11.59,-14.67,853.3
form_basic+market_ext,2,19,0.03,99.0,2073,28.6,-11.6,-13.68,863.15
form_basic+form_adv+elo+rest,4,40,0.03,99.0,2124,27.6,-11.6,-5.26,947.36
form_basic+standings+rest,3,28,0.08,2.2,221,47.1,-11.6,-10.41,895.95
form_basic+market_ext,2,19,0.2,99.0,1091,24.1,-11.63,-16.69,833.05
form_basic+form_adv+standings,3,40,0.15,99.0,1424,24.8,-11.64,-7.54,924.62
form_basic+form_adv+xg+standings+market_ext,5,56,0.15,99.0,1417,25.5,-11.64,-15.72,842.84
form_basic+xg+elo+market_ext,4,38,0.05,99.0,1904,27.5,-11.65,-10.23,897.73
form_basic+form_adv+standings+rest,4,43,0.05,2.2,289,47.4,-11.65,-13.97,860.29
form_adv+xg,2,32,0.2,99.0,1014,26.3,-11.67,-8.22,917.82
form_basic+form_adv+elo,3,37,0.03,99.0,2124,27.5,-11.68,-7.65,923.55
form_basic+rest,2,20,0.03,99.0,2107,28.4,-11.68,-12.9,871.0
rest+market_ext,2,8,0.1,99.0,1593,26.6,-11.69,-5.51,944.88
standings,1,11,0.1,99.0,1650,24.7,-11.69,-13.03,869.74
form_basic+form_adv+market_ext,3,34,0.08,99.0,1700,27.1,-11.69,-5.89,941.14
form_basic+form_adv+standings+rest+market_ext,5,45,0.15,99.0,1462,24.8,-11.71,-7.6,924.01
form_basic+form_adv+xg+standings+market_ext,5,56,0.2,99.0,1211,24.5,-11.72,-16.91,830.95
form_adv+xg,2,32,0.15,99.0,1239,27.4,-11.76,-8.65,913.52
elo+rest+market_ext,3,13,0.03,99.0,2179,26.8,-11.78,-6.46,935.38
form_basic+standings+rest+market_ext,4,30,0.08,99.0,1841,25.9,-11.82,-14.12,858.85
form_basic+xg+elo+standings+rest+market_ext,6,49,0.15,99.0,1401,25.1,-11.82,-16.14,838.59
form_basic+form_adv+xg+rest,4,49,0.2,99.0,1056,25.1,-11.83,-14.52,854.78
form_basic+form_adv+standings+rest+market_ext,5,45,0.2,2.2,75,46.7,-11.83,-13.33,866.69
form_adv+xg+standings+rest,4,43,0.2,99.0,1181,26.2,-11.85,-9.27,907.26
form_basic+xg+standings+market_ext,4,41,0.2,99.0,1136,24.3,-11.85,-19.91,800.86
form_basic+elo+standings,3,30,0.1,99.0,1691,25.3,-11.88,-14.43,855.69
form_basic+elo,2,22,0.08,99.0,1834,26.3,-11.89,-18.35,816.47
form_basic+form_adv+market_ext,3,34,0.15,99.0,1318,25.9,-11.89,-5.81,941.9
form_basic+form_adv+elo+rest,4,40,0.1,99.0,1663,26.3,-11.9,-5.45,945.53
form_basic+standings+market_ext,3,27,0.08,99.0,1781,26.2,-11.91,-15.73,842.66
form_basic+xg+elo+rest,4,39,0.05,99.0,1914,27.8,-11.94,-11.53,884.72
standings+rest+market_ext,3,16,0.08,99.0,1746,25.7,-11.95,-11.99,880.12
form_basic+form_adv,2,32,0.03,2.2,335,47.2,-11.96,-9.84,901.59
form_basic+xg+rest+market_ext,4,36,0.1,99.0,1574,28.1,-11.96,-12.81,871.95
form_basic+elo+standings+rest,4,33,0.15,99.0,1452,23.8,-11.96,-14.39,856.1
form_basic+form_adv+elo+rest,4,40,0.05,99.0,1964,27.0,-11.98,-5.27,947.34
form_basic+form_adv+elo+rest,4,40,0.08,99.0,1775,26.6,-11.99,-5.27,947.27
form_basic+standings+rest+market_ext,4,30,0.1,99.0,1731,25.4,-11.99,-14.4,855.96
form_basic+form_adv+elo+market_ext,4,39,0.08,99.0,1782,26.8,-11.99,-7.1,929.04
rest+market_ext,2,8,0.15,99.0,1281,25.4,-12.01,-5.0,950.03
form_basic+form_adv+elo+rest,4,40,0.15,99.0,1400,25.1,-12.02,-6.26,937.4
market_ext,1,5,0.2,99.0,1081,24.0,-12.02,-8.0,919.96
form_basic+xg+elo+market_ext,4,38,0.08,99.0,1734,26.6,-12.05,-10.67,893.34
form_basic+form_adv+standings+rest,4,43,0.1,99.0,1726,25.8,-12.07,-11.43,885.74
market_ext,1,5,0.15,99.0,1295,25.0,-12.08,-7.99,920.07
form_basic+form_adv+standings+rest,4,43,0.05,99.0,2001,27.1,-12.09,-11.71,882.87
form_adv+elo+standings+rest+market_ext,5,36,0.12,99.0,1529,25.7,-12.11,-6.71,932.89
standings,1,11,0.12,2.2,91,46.2,-12.11,-12.72,872.79
form_adv+xg+elo+market_ext,4,39,0.2,99.0,1091,23.9,-12.12,-13.57,864.29
form_basic+elo+standings+rest+market_ext,5,35,0.15,99.0,1498,25.0,-12.12,-13.08,869.17
form_adv+standings+rest,3,29,0.1,99.0,1689,25.8,-12.12,-6.23,937.72
form_adv+xg+elo+standings+rest,5,48,0.2,99.0,1211,24.9,-12.13,-8.53,914.68
form_basic+xg+standings+rest,4,42,0.15,99.0,1452,25.1,-12.15,-14.18,858.21
form_basic+rest+market_ext,3,22,0.03,99.0,2108,28.4,-12.16,-13.42,865.8
form_basic+form_adv+xg+standings+rest,5,57,0.1,2.2,212,46.7,-12.16,-15.52,844.77
form_basic+rest,2,20,0.08,99.0,1763,27.2,-12.17,-13.84,861.58
xg+standings+rest+market_ext,4,30,0.2,99.0,1152,25.2,-12.18,-10.0,900.03
form_basic+form_adv,2,32,0.1,2.2,198,46.0,-12.19,-12.57,874.29
form_basic+form_adv+standings,3,40,0.15,2.2,124,46.0,-12.2,-12.87,871.27
form_adv+standings+rest,3,29,0.12,99.0,1588,25.6,-12.22,-6.09,939.12
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.1,99.0,1676,26.6,-12.26,-16.26,837.43
form_adv+standings,2,26,0.2,99.0,1246,23.1,-12.28,-7.86,921.39
form_basic+standings,2,25,0.05,99.0,1940,26.5,-12.29,-17.71,822.86
form_basic+elo+standings+market_ext,4,32,0.1,99.0,1723,25.8,-12.3,-14.4,855.98
form_basic+xg+elo+market_ext,4,38,0.2,99.0,1074,23.9,-12.3,-12.86,871.39
elo+standings+market_ext,3,18,0.15,99.0,1422,23.9,-12.3,-13.53,864.68
form_basic+form_adv+rest,3,35,0.12,99.0,1507,26.4,-12.32,-4.65,953.47
form_basic+xg+rest+market_ext,4,36,0.05,99.0,1897,28.8,-12.34,-13.83,861.73
xg+rest+market_ext,3,22,0.12,99.0,1477,27.1,-12.35,-8.74,912.56
form_basic+rest+market_ext,3,22,0.15,3.0,469,38.0,-12.35,-16.37,836.31
xg+elo+rest,3,25,0.12,99.0,1550,26.3,-12.35,-12.8,871.97
form_adv+rest,2,21,0.2,99.0,1066,24.8,-12.37,-2.96,970.36
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.08,99.0,1792,27.2,-12.37,-14.87,851.33
xg+elo+rest,3,25,0.15,99.0,1397,25.6,-12.4,-15.15,848.48
form_basic+form_adv+xg+standings+rest+market_ext,6,59,0.12,99.0,1554,26.3,-12.41,-16.12,838.84
standings+rest,2,14,0.08,99.0,1742,26.1,-12.41,-13.33,866.71
standings+market_ext,2,13,0.1,99.0,1639,24.3,-12.43,-17.75,822.52
form_basic+form_adv+standings+rest,4,43,0.08,99.0,1829,26.2,-12.43,-11.35,886.46
form_basic+form_adv+elo+rest+market_ext,5,42,0.12,99.0,1539,25.4,-12.43,-6.24,937.56
form_basic+form_adv+standings+rest+market_ext,5,45,0.08,2.2,218,46.3,-12.44,-13.35,866.5
form_basic+form_adv+rest+market_ext,4,37,0.08,99.0,1727,27.1,-12.45,-5.59,944.1
form_adv+xg+rest+market_ext,4,37,0.2,99.0,1066,25.8,-12.46,-11.17,888.33
form_basic+form_adv+xg+standings+rest,5,57,0.15,2.2,135,45.9,-12.46,-14.73,852.71
form_basic+form_adv+rest+market_ext,4,37,0.12,99.0,1487,26.2,-12.5,-5.98,940.16
form_basic+form_adv+xg+elo+rest+market_ext,6,56,0.15,99.0,1330,25.8,-12.54,-10.06,899.44
form_basic+form_adv+rest+market_ext,4,37,0.1,99.0,1607,26.7,-12.55,-5.78,942.19
form_adv+standings+market_ext,3,28,0.15,99.0,1426,24.7,-12.58,-7.17,928.3
form_basic+form_adv+xg+standings+rest,5,57,0.1,99.0,1681,26.8,-12.59,-13.21,867.89
elo+standings,2,16,0.15,99.0,1445,23.5,-12.61,-16.09,839.14
form_basic+form_adv+rest+market_ext,4,37,0.15,99.0,1341,25.6,-12.68,-5.91,940.9
form_adv+xg+elo+rest,4,40,0.2,99.0,1078,24.2,-12.69,-9.64,903.62
form_basic+elo,2,22,0.03,99.0,2148,27.1,-12.69,-17.69,823.06
xg+elo+rest+market_ext,4,27,0.1,99.0,1601,27.0,-12.7,-11.48,885.15
form_basic+form_adv+elo+market_ext,4,39,0.12,99.0,1557,25.8,-12.7,-7.19,928.08
form_basic+elo,2,22,0.05,99.0,2004,26.5,-12.71,-18.47,815.33
rest,1,6,0.2,99.0,1081,23.5,-12.74,-5.0,949.98
form_basic+form_adv+standings+rest+market_ext,5,45,0.1,2.2,190,46.3,-12.8,-12.93,870.69
